Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Management,STORE,Short Description,Published
FALSE,Resilient-Seated-Butterfly-Valves,Isolation-Shut-off-Valves,Resilient Seated Butterfly Valves,resilient-seated-butterfly-valves,Products - Resilient Seated Butterfly Valves | Emerson,Browse Resilient Seated Butterfly Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
TRUE,Return-Policy,Literature,Return-Policy,m-return-policy,,,,PROTEAM,Return-Policy,TRUE
TRUE,Rewards-Program,Literature,Rewards Program,m-rewards-program,,,,PROTEAM,,TRUE
FALSE,Rodless-Cylinders,Pneumatic-Cylinders-Actuators,Rodless Cylinders,rodless-cylinders,Products - Rodless Cylinders | Emerson,Browse Rodless Cylinders ,EMR Industry|EMR Product Series|EMR Bore Size|EMR Guide|EMR Cushioning|EMR Compressed air connection,EMR,,TRUE
FALSE,Roof-and-Gutter-De-icing,Indoor-Outdoor-Heating-Cables,Roof and Gutter De-icing,roof-and-gutter-de-icing,,,EMR Platform|Manufacturer|EMR Industry|EMR Product Type|EMR Cable Length|EMR Voltage,EMR,,TRUE
FALSE,rosemount-248-family,Family-Categories,rosemount-248-family,rosemount-248-family,,,EMR Industry|EMR Product Type|EMR Measurement Type|EMR Sensor Type|EMR Mounting Type|EMR Communication Protocol|EMR Process Connection Type|EMR Connection Style,EMR,,TRUE
FALSE,rosemount-3100-family,Family-Categories,rosemount-3100-family,rosemount-3100-family,,,EMR Industry|EMR Instrument Type|EMR Technology Type|EMR Product Type |EMR Line Size|EMR Communication Protocol,EMR,,TRUE
FALSE,rosemount-3107-family,Family-Categories,rosemount-3107-family,rosemount-3107-family,,,,EMR,,TRUE
FALSE,rosemount-326l-family,Family-Categories,rosemount-326L-family,rosemount-326l-family,,,,EMR,rosemount-326L-family,TRUE
FALSE,rosemount-326p-family,Family-Categories,rosemount-326p-family,rosemount-326p-family,,,,EMR,rosemount-326p-family,TRUE
FALSE,rosemount-326t-family,Family-Categories,rosemount-326t-family,rosemount-326t-family,,,,EMR,rosemount-326t-family,TRUE
FALSE,rosemount-327t-family,Family-Categories,rosemount-326L-family,rosemount-327t-family,,,,EMR,rosemount-327t-family,TRUE
FALSE,rosemount-3300-family,Family-Categories,rosemount-3300-family,rosemount-3300-family,,,EMR Industry|EMR Instrument Type|EMR Technology Type|EMR Product Type |EMR Line Size|EMR Communication Protocol,EMR,,TRUE
FALSE,rosemount-3300HT-family,Family-Categories,rosemount-3300HT-family,rosemount-3300ht-family,,,,EMR,,TRUE
FALSE,rosemount-3400HT-family,Family-Categories,rosemount-3400HT-family,rosemount-3400ht-family,,,,EMR,,TRUE
FALSE,rosemount-3490-family,Family-Categories,rosemount-3490-family,rosemount-3490-family,,,,EMR,,TRUE
FALSE,rosemount-3500P-family,Family-Categories,rosemount-3500P-family,rosemount-3500p-family,,,,EMR,,TRUE
FALSE,rosemount-3800-family,Family-Categories,rosemount-3800-family,rosemount-3800-family,,,,EMR,,TRUE
FALSE,rosemount-385-family,Family-Categories,rosemount-385-family,rosemount-385-family,,,,EMR,,TRUE
FALSE,rosemount-3900-family,Family-Categories,rosemount-3900-family,rosemount-3900-family,,,,EMR,,TRUE
FALSE,rosemount-402-family,Family-Categories,rosemount-402-family,rosemount-402-family,,,,EMR,,TRUE
FALSE,rosemount-403-family,Family-Categories,rosemount-403-family,rosemount-403-family,,,,EMR,,TRUE
FALSE,rosemount-5400-family,Family-Categories,rosemount-5400-family,rosemount-5400-family,,,EMR Industry|EMR Instrument Type|EMR Technology Type|EMR Product Type |EMR Line Size|EMR Communication Protocol,EMR,,TRUE
FALSE,rosemount-8600-utility-family,Family-Categories,Rosemount 8600 Utility Family,rosemount-8600-utility-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Process Connection Type|EMR User Interface|EMR Safety Certification|EMR Electronics Mounting Connection|EMR Flow Range|EMR User Interface,EMR,,TRUE
FALSE,rosemount-8705-family,Family-Categories,Rosemount 8705 Family,rosemount-8705-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8707-family,Family-Categories,Rosemount 8707 Family,rosemount-8707-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8711-family,Family-Categories,Rosemount 8711 Family,rosemount-8711-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8712-family,Family-Categories,Rosemount 8712 Family,rosemount-8712-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8712h-family,Family-Categories,Rosemount 8712h Family,rosemount-8712h-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8714d-family,Family-Categories,Rosemount 8714d Family,rosemount-8714d-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8721-family,Family-Categories,Rosemount 8721 Family,rosemount-8721-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8732e-family,Family-Categories,Rosemount 8732E Family,rosemount-8732e-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8750w-family,Family-Categories,Rosemount 8750W Family,rosemount-8750w-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-8800-cp-family,Family-Categories,Rosemount 8800 CP Family,rosemount-8800-cp-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Process Connection Type|EMR User Interface|EMR Safety Certification|EMR Electronics Mounting Connection|EMR Flow Range|EMR User Interface,EMR,,TRUE
FALSE,rosemount-8800-mulitvariable-family,Family-Categories,Rosemount 8800 Multivariable Family,rosemount-8800-mulitvariable-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Process Connection Type|EMR User Interface|EMR Safety Certification|EMR Electronics Mounting Connection|EMR Flow Range|EMR User Interface,EMR,,TRUE
FALSE,rosemount-8800-reducer-family,Family-Categories,Rosemount 8800 Reducer Family,rosemount-8800-reducer-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Process Connection Type|EMR User Interface|EMR Safety Certification|EMR Electronics Mounting Connection|EMR Flow Range|EMR User Interface,EMR,,TRUE
FALSE,rosemount-8800-vortex-family,Family-Categories,Rosemount 8800 Vortex Family,rosemount-8800-vortex-family,,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Process Connection Type|EMR User Interface|EMR Safety Certification|EMR Electronics Mounting Connection|EMR Flow Range|EMR User Interface,EMR,,TRUE
FALSE,rosemount-io-link-family,Family-Categories,rosemount-io-link-family,rosemount-io-link-family,,,,EMR,rosemount-io-link-family,TRUE
FALSE,Rotary-Actuators,Pneumatic-Cylinders-Actuators,Rotary Actuators,rotary-actuators,Products - Rotary Actuators | Emerson,Browse Rotary Actuators ,EMR Industry|EMR Product Series|EMR Bore Size|EMR Magnetic piston|EMR Compressed air connection|EMR Adjustable angle of rotation max|EMR Cushioning,EMR,,TRUE
FALSE,Round-Cylinders,Pneumatic-Cylinders-Actuators,Round Cylinders,round-cylinders,Products - Round Cylinders | Emerson,Browse Round Cylinders ,EMR Industry|EMR Product Series|EMR Bore Size|EMR Adjustable cushioning|EMR Piston rod thread|EMR Piston rod modification|EMR Compressed air connection|EMR Standards and Regulations,EMR,,TRUE
FALSE,Safety-Instrumented-Systems,Control-Safety-Systems,Safety Instrumented Systems,safety-instrumented-systems-sis,Products - Safety Instrumented Systems | Emerson,Browse Safety Instrumented Systems products,Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Safety-Security,Consulting-Services,Safety Security,safety-security,Consulting Services - Safety Security | Emerson,Browse Safety Security Consulting Services,Manufacturer,EMR,,TRUE
FALSE,Safety-Shutoff-Valves,Pneumatic-Valves-Valve-Systems,Safety Valves,safety-shutoff-valves,Products - Safety &amp; Shutoff Valves | Emerson,Browse Safety &amp; Shutoff Valves ,EMR Industry|EMR Product Series|EMR Activation|EMR Actuation|EMR Standards and Regulations|EMR Valve Function,EMR,,TRUE
FALSE,Safety-System,Reliability,Safety System,safety-system,Reliability Services - Safety System | Emerson,Browse Safety System Reliability Lifecycle Services,Manufacturer,EMR,,TRUE
TRUE,Sales-Information,Literature,Sales-Information,m-sales-information,,,,PROTEAM,Sales-Information,TRUE
TRUE,Sales-Initiatives-Articles-Case-Studies,Literature,Sales Initiatives-Articles & Case Studies,m-sales-initiatives-articles-case-studies,,,,PROTEAM,,TRUE
TRUE,Sales-Initiatives-Information,Literature,Sales Initiatives-Information,m-sales-initiatives-information,,,,PROTEAM,,TRUE
TRUE,Sales-Initiatives-Memo,Literature,Sales Initiatives-Memo,m-sales-initiatives-memo,,,,PROTEAM,,TRUE
TRUE,Sales-Initiatives-Presentations,Literature,Sales Initiatives-Presentations ,m-sales-initiatives-presentations,,,,PROTEAM,,TRUE
TRUE,Sales-Initiatives-Promotions,Literature,Sales Initiatives-Promotions,m-sales-initiatives-promotions,,,,PROTEAM,,TRUE
FALSE,Sand-Detection-and-Monitoring,Corrosion-Erosion-Monitoring,Sand Detection and Monitoring,sand-detection-monitoring,Sand Detection And Monitoring |Emerson,Browse Sand-Detection-and-Monitoring Products,Manufacturer|EMR Industry|EMR Mounting Type|EMR Communication Protocol,EMR,,TRUE
FALSE,SCADA-Systems,Control-Safety-Systems,SCADA Systems,scada-systems,Products - SCADA Systems|Emerson,Browse SCADA Systems products,Manufacturer|EMR Industry|EMR Product Type,EMR,,TRUE
FALSE,Scheduled-Onsite-Support,Maintenance,Scheduled Onsite Support,scheduled-onsite-support,Maintenance Services - Scheduled Onsite Support | Emerson,Browse Scheduled Onsite Support Maintenance Lifecycle Services,Manufacturer,EMR,,TRUE
FALSE,Screw-Compressors,Industrial-Refrigeration,Screw Compressors,screw-compressors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Sealants-Firestop-Solutions,Electrical-Components-Lighting,Sealants and Firestop Solutions,sealants-firestop-solutions,Products - Sealants and Firestop Solutions|Emerson,Browse Sealants and Firestop Solutions products,EMR Area Classification|EMR Certifications|EMR Product Type,EMR,,TRUE
FALSE,Seam-Welder,Ultrasonic-Metal-Welding,Seam Welder,seam-welder,Products - Seam Welder|Emerson,Browse Seam Welder products,Manufacturer|EMR Industry|EMR Segment|EMR Frequency|EMR Output Power,EMR,,TRUE
FALSE,Security-Network,DeltaV-Distributed-Control-System-Process-Industries,Security & Networks,security-network,Products - Security & Networks|Emerson,Browse Security & Networks products,,EMR,,TRUE
FALSE,Segmented-Ball-Valves,Control-Valves,Segmented Ball Valves,segmented-ball-valves,Products - Segmented Ball Valves|Emerson,Browse Segmented Ball Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Critical Service|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Flow Characteristics|EMR Valve Size Standard,EMR,,TRUE
FALSE,Self-Regulating,Pipe-Tracing,Self Regulating,self-regulating,,,EMR Platform|Manufacturer|EMR Industry|EMR Product Type|EMR Cable Length|EMR Voltage,EMR,,TRUE
TRUE,Seminar-Information,Literature,Seminar Information,m-seminar-information,,,,PROTEAM,,TRUE
FALSE,sempell-model-va500-globe-valve-family,Family-Categories,Sempell Model VA500 Small Bore High Pressure Globe Valves Family,sempell-model-va500-globe-valve-family,,,,EMR,,TRUE
FALSE,Sensi,SENSI_SALES_CATALOG,Sensi,products,,,EMR Platform|Manufacturer|EMR Industry,SENSI,,TRUE
FALSE,Sensing-and-Protection-Devices,Climate-Technologies,Sensing and Protection Devices,sensing-and-protection-devices,,,EMR Platform|Manufacturer|EMR Industry|EMR Measurement Type|EMR Sensor Type,CLIMATE,,TRUE
FALSE,Sensing-Solutions,Sensing-and-Protection-Devices,Sensing Solutions,sensing-solutions,,,EMR Platform|Manufacturer|EMR Industry|EMR Measurement Type|EMR Sensor Type|EMR Technology Type,CLIMATE,,TRUE
FALSE,Sensor-Mountings,Sensors-Controls,Sensors Mountings,sensor-mountings,Products - Sensor Mountings | Emerson,Browse Sensor Mountings,EMR Industry|EMR Product Series|EMR Cylinder series|EMR For cylinder diameter,EMR,,TRUE
FALSE,Sensors,Facility-Controls-and-Electronics,Sensors and Transducers,sensors,,,EMR Platform|Manufacturer|EMR Industry|EMR Sensor Type|EMR Application|EMR Length|EMR Color|EMR Mounting|EMR Mounting|EMR Mounting,CLIMATE,,TRUE
FALSE,Sensors-Controls,Fluid-Control-Pneumatics,Sensors &amp; Controls,sensors-controls,Products - Sensors &amp; Controls | Emerson,Browse Sensors &amp; Controls ,EMR Industry|EMR Product Series|EMR Cylinder series,EMR,,TRUE
FALSE,Service-Entry-Fittings,Commercial-Electrical-Fittings,Service Entry Fittings,service-entry-fittings,,,EMR Platform|Manufacturer|EMR Industry|EMR Certifications|EMR Product Type|EMR Material,EMR,,TRUE
FALSE,Services-Consulting,Automation-Solutions,Services Consulting,services-consulting,Services and Consulting - Automation Solutions | Emerson,Browse Services for Services and Consulting,Manufacturer,EMR,,TRUE
FALSE,Service-Support-Agreements,Maintenance,Service Support Agreements,service-support-agreements,Maintenance Services - Service Support Agreements | Emerson,Browse Service Support Agreements Maintenance Lifecycle Services,Manufacturer,EMR,,TRUE
FALSE,Short-Stroke-Compact-Cylinders,Pneumatic-Cylinders-Actuators,Short Stroke &amp; Compact Cylinders,short-stroke-compact-cylinders,Products - Short Stroke &amp; Compact Cylinders | Emerson,Browse Short Stroke &amp; Compact Cylinders ,EMR Industry|EMR Product Series|EMR Bore Size|EMR Magnetic piston|EMR Cushioning|EMR Piston rod thread|EMR Piston rod modification|EMR Compressed air connection|EMR Standards and Regulations,EMR,,TRUE
FALSE,Showroom-Collection,Insinkerator,Showroom Collection,showroom-collection,Showroom Collection| InSinkErator UK,"If you love spending time in the kitchen or simply want to perform everyday tasks almost instantaneously, the InSinkErator Showroom Collection is ideal for you.",EMR Handle Type| |EMR Required Hole Diameter|EMR Tap Type,ISE,,TRUE
FALSE,Shutdowns-Turnarounds-Outages,Reliability,Shutdowns Turnarounds Outages,shutdowns-turnarounds-outages,Reliability Services - Shutdowns Turnarounds Outages | Emerson,Browse Shutdowns Turnarounds Outages Reliability Lifecycle Services,Manufacturer,EMR,,TRUE
